label,text
ANOTHER,4 0 8 0 4 0 8 0 2 0 0 2 0 0 6 0 0 0 0 0 4 0 0 0 6 0 2 0 6 0 2 0 6 0 8 0 6 0 8 0 2 0 0 2 0 0 4 0 0 0 6 0 0 0 2 0 8 0 4 0 0 0 2 0 0 0 4 0 0 0 6 0 2 0 8 0 0 0 4 0 0 0 2 0 0 0 8 0 6 0 2 0 0 0 8 0 4 0 0 4 0 0 6 0 0 6 0 0 2 0 0 0 8 0 4 2 0 4 6 0 2 0 0 8 0 0 4 0 8 0 2 8 0 4 8 0 2 0 0 6 0 0 4 0 2 0 8 6 0 8 2 0 4 0 0 8 0 0 2 0 6 0 4 2 0 4 6 0 2 0 0 8 0 0 4 0 8 0 2 6 0 2 8 0 4 0 0 2 0 0 8 0 6 0 4 8 0 4 2 0 8 0 0 6 0 0 2 0 8 0 2 4 0 2 8 0 4 0 0 6 0 0 8 0 2 0 0 4 0 0 8 0 0 4 0 0 6 0 0 0 B 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 4 0 0 0 6 0 4 0 6 4 0 0 B 0 0 2 0 0 0 0 0 8 0 0 4 0 2 0 0 0 0 B 0 0 2 0 0 8 0 0 4 0 6 0 B 0 0 2 0 0 6 0 0 0 4 0 2 0 0 0 8 0 0 2 0 0 4 0 0 6 0 4 8 4 0 0 6 0 0 0 0 8 0 6 4 0 0 0 0 0 0 8 4 0 6 4 0 0 8 2 0 0 0 0 6 0 6 0 6 0 0 0 0 0 4 8 4 0 0 8 2 8 0 0 4 0 0 0 6 0 0 0 2 0 0 0 6 0 0 0 4 0 4 0 0 2 0 0 4 0 0 8 0 4 2 4 0 0 6 0 0 8 0 6 2 8 2 6 2 8 2 6 0 0 4 0 0 2 0 0 8 0 0 6 0 4 8 4 0 6 8 6 0 0 4 0 0 8 2 6 0 0 4 0 0 0 0 0 0 0 0 0 2 0 0 8 0 0 6 0 4 8 4 6 0 4 2 4 6 0 0 4 0 0 8 0 4 2 4 6 0 4 8 4 6 0 0 2 0 0 8 0 4 0 0 6 0 0 8 0 0 2 0 0 4 0 0 0 B 
MANIAC,4 2 8 6 2 0 0 8 0 0 4 0 0 2 0 8 0 6 4 0 0 8 0 0 4 8 4 8 4 0 0 0 6 0 2 0 8 0 4 8 4 2 8 6 2 0 0 6 0 0 2 0 0 8 0 0 0 4 0 6 0 2 6 0 4 2 8 6 2 0 0 8 0 0 4 0 0 6 0 0 4 8 4 8 4 0 0 6 0 0 2 0 0 8 0 0 4 0 8 4 6 4 0 8 0 2 6 0 2 8 0 4 8 0 2 6 0 4 0 B 0 0 0 0 0 0 0 4 0 0 8 0 0 2 0 6 2 6 2 6 4 6 8 6 0 0 4 0 0 8 0 2 6 2 6 2 8 2 4 2 0 0 8 0 0 4 0 6 8 6 8 6 4 6 2 8 0 0 4 0 0 6 0 2 0 0 8 0 0 4 0 2 0 0 8 0 0 6 0 4 2 4 6 2 6 2 8 4 0 0 6 0 0 8 0 2 4 2 8 6 8 6 4 2 0 0 4 0 0 8 0 4 2 8 6 0 0 4 8 2 6 0 4 2 0 8 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 8 0 4 0 8 0 4 8 4 8 4 6 4 6 2 0 0 6 0 0 4 0 0 6 0 2 6 2 8 2 6 0 0 4 0 0 2 0 0 8 0 6 4 0 8 0 4 0 0 6 0 0 4 0 2 0 8 0 2 8 2 0 4 0 0 6 0 0 2 0 0 8 0 4 6 0 2 0 2 0 0 0 0 8 0 4 6 0 0 0 0 0 0 4 2 0 4 2 0 0 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 2 4 0 2 8 0 2 4 6 2 0 8 4 0 6 2 0 8 0 4 2 0 4 6 0 2 0 6 0 0 4 0 0 8 0 0 4 0 6 4 2 0 0 8 0 0 2 0 4 6 4 2 4 6 4 2 4 0 0 8 0 0 2 0 0 6 0 8 0 2 0 4 0 8 2 8 4 6 4 6 8 2 6 2 8 2 4 8 2 6 0 0 0 0 0 0 0 4 0 0 8 0 0 2 0 6 8 6 0 4 8 4 0 6 0 0 2 0 0 8 0 4 2 4 0 6 2 6 0 4 0 0 2 0 0 8 0 B 0 0 2 0 0 B 0 0 8 0 0 4 0 0 0 B 
ANOTHER,2 0 6 0 2 6 6 0 4 0 4 0 4 6 4 6 2 0 B 0 2 0 2 0 8 0 4 0 6 0 2 0 6 0 A 0 4 0 4 0 8 0 2 0 6 0 6 4 8 0 7 0 2 0 6 0 4 0 8 0 2 0 6 0 4 0 1 0 8 0 6 0 4 0 4 0 8 0 2 6 4 0 4 0 4 0 4 8 4 0 4 8 4 0 4 8 4 8 4 8 4 8 4 8 4 6 4 6 2 8 2 8 4 0 6 0 4 0 6 0 2 0 2 0 6 2 4 0 8 0 8 0 4 0 6 0 4 0 4 0 6 2 4 0 2 0 6 0 2 6 4 0 8 0 2 0 8 4 6 0 2 0 2 0 6 0 4 0 8 2 0 0 6 0 B 0 2 2 6 0 4 0 6 0 2 0 6 0 4 0 8 0 4 4 8 0 2 0 6 0 4 0 8 0 2 0 6 6 4 4 8 8 4 4 6 6 2 2 8 8 2 2 6 6 4 4 8 8 2 8 2 8 2 0 0 0 0 6 6 6 2 0 9 0 6 0 4 0 8 0 4 0 6 2 6 2 6 0 7 0 4 0 6 0 8 0 2 0 4 8 4 8 4 0 B 0 2 6 2 6 4 8 2 0 2 8 4 0 6 2 4 2 6 0 B 0 4 0 4 0 8 2 8 2 6 0 6 0 6 4 6 4 8 0 8 0 8 2 8 2 6 4 6 4 8 2 6 4 8 2 6 4 8 2 6 6 4 0 4 0 4 6 4 6 8 0 8 0 8 2 8 2 4 6 4 6 8 2 4 6 8 2 4 6 8 2 4 6 4 
ANOTHER,4 2 6 0 0 0 4 0 6 2 4 0 0 0 6 0 4 ! 4 0 4 0 4 0 B 0 4 ! 4 0 1 0 2 ! 2 0 A 0 8 ! 8 0 9 0 6 ! 6 0 B 6 2 0 2 0 2 0 2 0 6 2 4 0 0 0 6 0 4 0 0 6 4 0 0 0 8 0 0 2 8 0 0 0 4 0 2 0 6 0 2 0 4 0 2 0 6 0 0 0 4 ! 4 0 4 6 4 0 0 0 8 ! 8 0 8 2 8 0 0 0 4 ! 4 0 4 2 ! 2 0 2 0 0 8 ! 8 0 8 6 ! 6 0 6 0 0 4 ! 4 0 1 0 6 ! 6 0 3 0 4 ! 4 0 1 0 6 ! 6 0 3 0 4 0 4 0 4 2 4 2 4 ! 4 0 4 0 6 0 2 0 6 0 4 ! 4 0 4 0 4 0 8 0 2 ! 2 0 2 0 2 0 6 0 2 0 4 0 2 4 6 ! 6 0 6 0 6 0 B 0 2 0 2 0 2 0 2 0 8 0 8 0 8 0 8 0 4 0 4 0 8 0 7 0 2 0 2 0 6 0 3 0 6 0 4 ! 4 0 2 0 1 0 8 0 6 ! 6 0 4 0 B 6 2 ! 2 0 0 0 2 0 2 0 8 0 8 ! 8 0 8 0 4 0 6 0 0 0 0 0 0 0 4 2 6 0 0 0 4 0 6 2 4 0 0 0 6 4 8 0 4 ! 4 0 B ! 6 0 B 0 2 0 6 ! 6 0 B ! 4 0 B 0 2 ! 2 0 3 ! 6 0 B ! 4 0 7 ! 8 0 A ! 2 0 6 0 6 0 3 0 4 0 0 0 0 0 0 0 4 0 0 0 0 0 B 0 6 2 4 2 0 0 6 0 4 2 6 2 0 0 4 0 8 4 8 2 0 0 6 0 4 0 4 0 6 0 B 0 6 2 4 0 6 2 4 2 6 0 6 4 2 0 2 4 8 ! 8 0 2 0 2 0 A 0 6 2 8 4 6 2 8 4 6 0 2 ! 2 0 0 0 0 0 0 0 6 0 3 0 6 0 4 0 8 ! 8 0 0 0 0 0 0 0 4 0 7 0 4 0 6 ! 6 0 3 0 4 ! 4 0 1 0 6 ! 6 0 3 0 4 ! 4 0 1 0 6 0 6 0 6 2 4 2 6 ! 6 0 4 0 4 0 B 0 2 ! 2 0 0 0 2 0 0 0 4 0 6 4 0 0 6 0 4 0 6 4 
ANOTHER,4 0 8 0 2 0 6 0 4 0 8 0 2 0 6 0 8 0 6 0 8 0 6 0 4 0 2 0 4 0 B 0 8 0 6 0 4 0 2 0 8 0 6 0 4 0 2 0 8 0 2 0 8 0 6 0 4 0 8 0 2 0 6 0 4 0 1 0 6 0 3 0 4 0 3 0 6 0 1 0 8 0 9 0 2 0 3 0 4 0 7 0 2 0 3 0 4 ! 4 0 8 0 0 0 8 0 0 0 6 0 0 0 B 0 4 0 8 ! 8 0 8 0 4 0 6 0 4 0 B 0 B 0 4 0 7 0 6 0 9 0 8 0 7 0 8 0 9 0 2 0 A 0 4 0 1 0 2 0 1 0 8 0 9 0 4 ! 4 0 6 0 0 0 6 0 0 0 8 0 0 0 7 0 4 0 4 0 8 0 2 0 6 0 3 0 4 0 7 0 2 ! 2 0 8 0 A 0 8 0 4 ! 4 0 6 0 B 0 6 0 4 0 7 0 6 0 9 0 2 0 1 0 6 0 3 0 2 ! 2 0 3 ! 6 0 B ! 4 0 7 ! 8 0 A ! 2 0 6 0 3 0 6 0 8 0 8 0 2 0 2 0 6 0 3 0 1 0 3 0 4 0 7 0 6 0 9 0 4 0 7 0 6 0 9 0 2 0 A 0 4 0 7 0 2 0 3 0 8 0 7 0 6 0 3 0 4 0 1 0 6 0 3 0 4 0 1 0 8 0 A 0 6 0 3 0 8 0 4 0 4 0 6 0 4 0 8 0 2 0 6 0 4 0 8 0 2 0 6 0 8 0 6 0 8 0 6 0 4 0 2 0 4 0 B 0 8 0 6 0 4 0 2 0 8 0 6 0 4 0 2 0 8 0 2 0 8 0 6 0 4 0 8 0 2 0 3 0 8 0 4 0 4 0 4 0 6 0 2 0 2 0 2 0 8 0 7 0 8 0 9 0 2 0 1 0 2 0 3 0 4 
MANIAC,8 ! 8 0 8 4 2 0 6 0 8 ! 8 0 8 4 2 0 6 0 A ! A 0 A 4 2 0 6 0 A ! A 0 A 6 2 0 4 0 A ! A 0 A 4 2 0 6 0 8 6 2 8 2 6 8 6 2 8 2 6 8 6 2 8 2 6 8 6 2 8 2 6 4 2 8 6 4 8 2 6 8 2 2 2 2 0 B 0 8 4 2 4 8 ! 8 0 8 0 4 6 2 8 4 0 8 2 6 8 2 0 4 0 0 0 2 8 6 2 8 0 4 8 2 6 4 0 2 0 0 0 8 2 4 8 2 0 6 4 2 0 8 6 2 0 0 0 6 2 8 4 2 0 B 2 8 0 6 4 0 0 0 0 2 8 6 4 2 0 8 4 8 4 2 0 0 0 0 0 4 2 4 8 2 0 6 8 2 4 6 0 0 0 0 0 6 4 6 8 2 0 4 8 2 0 6 8 2 0 0 0 A ! A 0 0 0 A 6 4 6 A ( 6 4 ) 2 0 2 0 2 0 2 4 6 0 2 0 2 0 A ( 6 4 ) 2 0 0 0 0 4 9 4 8 6 4 2 ( 8 6 8 6 ) 2 0 8 6 8 0 2 0 4 8 4 2 0 4 6 0 4 0 6 0 4 0 0 0 8 4 2 4 0 8 6 2 0 0 8 4 8 0 2 0 8 4 2 6 0 0 6 0 4 0 6 0 4 0 0 0 2 8 6 2 0 8 4 2 ! 2 0 0 0 0 2 
ANOTHER,6 0 0 0 4 0 0 0 8 0 8 0 8 0 8 0 4 0 0 0 2 0 0 0 8 0 0 0 6 0 6 0 4 ! 4 0 0 0 0 4 2 2 0 0 0 0 4 6 0 0 6 0 2 0 4 0 2 0 6 0 2 0 4 0 2 0 6 0 6 0 4 0 4 0 6 0 2 0 4 0 1 0 6 0 8 0 4 0 8 0 6 0 4 0 2 0 0 0 8 0 8 0 6 0 2 0 1 0 0 0 B 0 3 0 8 0 4 0 6 4 2 0 8 0 6 0 4 6 2 0 6 0 6 0 2 0 2 0 4 0 8 0 2 0 B 0 8 0 0 0 2 0 0 0 6 0 0 0 4 0 0 0 8 0 8 0 2 0 2 0 B 0 0 0 8 0 A 0 6 0 4 0 6 0 0 0 4 0 4 0 2 0 0 0 8 0 8 0 6 8 2 0 4 0 4 0 6 0 3 0 4 0 6 0 4 0 0 0 6 0 6 0 2 0 0 0 8 0 8 0 4 8 2 0 6 0 6 0 4 0 1 0 6 0 4 0 6 0 0 0 4 0 4 0 2 8 2 0 A 0 B 0 A 0 6 0 A 0 B 0 2 0 2 0 4 0 6 0 4 0 0 0 6 0 6 0 2 8 2 0 6 0 4 0 2 2 0 8 ! 8 0 0 0 0 9 6 0 0 4 0 4 0 6 0 6 0 8 0 2 0 6 0 2 0 6 0 6 0 4 0 4 0 8 0 2 0 4 0 2 0 6 0 4 0 2 0 8 0 4 0 6 0 4 0 2 0 4 ! 4 0 0 0 0 0 1 2 0 0 0 0 4 6 
ANOTHER,6 0 6 0 0 0 1 0 4 0 4 0 0 0 3 0 8 0 8 0 0 0 B 0 8 0 6 0 4 0 2 0 4 0 4 0 0 0 9 0 6 0 6 0 0 0 7 0 2 0 2 0 0 0 B 0 6 0 8 0 2 0 4 0 9 0 B 0 0 0 3 0 7 0 B 0 0 0 1 0 A 0 A 0 0 0 B 0 9 0 1 0 7 0 3 0 A 0 B ! B 0 B 0 A 0 B 0 A ! A 0 A 0 B 0 7 0 9 ! 9 0 9 0 B 0 A 0 B 0 A 0 8 6 2 ! 2 0 0 0 2 0 8 4 2 ! 2 0 0 0 2 0 4 6 B ! B 0 0 0 0 0 0 0 0 0 0 0 B 0 2 4 2 ! 2 0 0 0 2 0 8 6 2 ! 2 0 0 0 2 0 6 4 1 ! 1 0 1 9 ! 9 0 9 3 ! 3 0 3 7 ! 7 0 7 B 0 2 6 8 ! 8 0 0 0 8 0 2 6 8 ! 8 0 0 0 8 0 2 8 A ! A 0 0 0 0 0 0 0 0 0 0 0 A 0 2 6 4 ! 4 0 0 0 4 0 6 8 2 ! 2 0 0 0 2 0 4 6 9 ! 9 0 9 3 ! 3 0 3 1 ! 1 0 1 7 ! 7 0 7 A 0 B 0 8 6 8 0 8 4 8 0 8 2 8 0 B 0 B 0 8 4 8 0 8 6 8 0 8 2 8 0 B 0 B 0 2 6 2 0 2 4 2 0 2 8 2 0 B 0 B 0 2 4 2 0 2 6 2 0 2 8 2 0 B 0 B 0 8 4 2 0 8 6 2 0 8 4 2 0 8 6 2 0 2 6 8 0 2 4 8 0 2 6 8 0 2 4 8 0 2 6 7 0 4 8 3 0 8 4 1 0 8 6 3 0 4 6 A 0 2 8 B 0 8 4 2 8 6 2 8 4 B ! B 0 0 0 0 0 B 
ANOTHER,6 0 4 0 6 0 4 0 2 ! 2 0 0 0 0 0 2 0 6 0 2 0 6 4 6 6 4 0 2 0 4 ! 4 0 0 0 B 0 4 0 6 4 2 2 4 6 4 6 4 ! 4 0 0 0 B 0 6 0 6 0 6 0 4 0 6 0 4 0 6 0 4 0 4 0 4 0 4 0 6 0 4 0 6 0 4 0 6 0 6 0 2 0 2 0 4 0 4 0 2 0 2 0 6 0 4 0 6 0 4 0 6 0 6 0 4 6 4 6 4 0 4 0 6 0 6 0 4 0 4 0 6 0 6 0 4 0 3 0 4 0 3 0 6 0 1 0 6 0 1 0 4 0 2 0 6 0 2 0 4 0 2 0 6 0 2 0 4 0 4 0 6 0 6 0 4 0 4 0 0 0 0 0 6 0 2 0 4 4 2 0 6 0 2 0 4 4 2 0 4 0 2 0 6 4 2 0 4 0 2 0 6 4 2 0 4 4 6 0 6 6 4 0 4 4 6 0 6 6 4 0 4 0 6 0 4 0 6 0 4 0 6 0 2 0 B 0 0 4 0 2 0 6 0 2 0 4 0 2 0 6 0 2 0 4 0 4 0 6 0 6 0 4 0 4 0 6 0 6 4 0 0 0 6 0 6 0 2 0 0 0 4 0 4 0 2 0 6 0 2 0 4 0 2 0 2 0 6 4 6 4 6 ! 6 0 0 0 0 0 6 
ANOTHER,B 0 0 0 2 0 8 0 7 0 0 0 2 0 6 0 B 0 0 0 0 0 0 0 6 0 6 0 6 0 6 0 4 ! 4 0 4 8 2 0 6 0 4 ! 4 0 4 2 8 0 6 0 2 ! 2 0 2 8 4 0 6 0 8 ! 8 0 8 2 4 0 6 0 4 ! 4 0 4 8 2 0 6 0 4 ! 4 0 4 2 8 0 6 0 2 ! 2 0 2 8 4 0 6 0 8 ! 8 0 8 2 4 0 6 0 4 0 2 0 8 0 6 0 4 ! 4 0 4 0 6 ! 6 0 6 0 4 0 8 0 2 0 6 0 4 ! 4 0 4 0 6 ! 6 0 6 0 4 0 2 0 8 0 6 0 4 ! 4 0 4 0 6 ! 6 0 6 0 4 0 6 0 2 0 6 0 4 2 4 6 4 0 0 0 6 0 0 0 8 2 8 0 6 0 0 0 4 2 4 0 8 0 0 0 2 0 6 0 4 0 0 0 8 0 4 0 6 2 8 0 4 2 8 0 6 2 8 0 4 6 8 0 2 0 0 0 2 0 0 0 4 0 4 0 4 0 0 0 2 0 0 0 6 0 2 0 4 0 0 0 8 0 4 0 6 2 8 0 4 2 8 0 6 2 8 0 4 2 8 0 6 0 4 0 8 0 4 8 4 0 6 8 6 0 4 8 4 0 6 8 6 0 4 8 4 0 6 0 4 0 4 0 8 2 8 0 4 2 4 0 6 2 6 0 4 2 4 0 6 2 8 0 4 2 8 6 2 8 4 0 0 0 6 0 0 2 6 0 0 0 4 0 0 2 4 0 0 0 6 0 0 4 8 4 8 4 8 4 8 2 6 2 6 2 6 2 6 
ANOTHER,6 0 6 0 4 0 4 0 8 0 8 0 4 0 2 0 B 0 2 0 8 6 2 0 B 0 2 0 6 4 2 0 B 0 2 0 B 0 2 0 6 0 4 0 8 0 2 0 B 0 2 0 6 0 2 0 B 0 2 0 4 0 2 0 6 0 6 0 4 0 4 0 8 0 8 0 8 4 2 0 8 0 B 0 B 0 B 0 2 0 B 0 B 0 B 0 8 0 2 0 A 0 B 0 8 0 2 0 B ! B 0 B 0 8 0 2 0 4 0 2 0 8 0 2 0 6 0 2 0 8 0 2 0 4 0 2 0 8 0 2 0 6 0 2 0 B 0 2 0 8 4 2 0 B 0 2 0 8 6 2 0 4 2 4 0 6 2 6 0 8 0 4 0 8 4 2 0 6 ! 6 0 6 2 8 0 0 0 4 ! 4 0 4 2 8 0 0 0 6 ! 6 0 6 2 6 0 0 0 4 ! 4 0 4 2 4 0 0 0 8 0 8 0 2 0 2 0 4 0 4 0 2 0 2 0 6 0 2 0 4 0 2 0 8 ( 0 6 ) 0 6 6 0 0 0 B 0 2 0 8 4 2 0 B 0 2 0 8 6 2 0 4 0 2 0 6 0 2 0 4 0 4 6 0 4 ( 0 2 ) 0 2 ! 2 0 0 0 0 0 2 0 2 0 6 0 2 0 4 0 2 0 6 0 2 0 4 0 6 ( 0 6 ) 0 6 ! 6 0 0 6 0 4 ! 4 0 0 0 0 0 4 0 2 ! 2 0 0 0 0 0 2 0 4 0 2 0 6 0 2 0 4 0 4 2 0 6 ( 0 6 ) 0 6 ! 6 0 0 0 0 0 6 0 8 0 2 0 6 0 2 0 4 ! 4 0 4 0 8 0 2 0 6 ! 6 0 0 0 0 0 6 0 A ! A 0 0 0 0 0 A 0 4 ! 4 0 0 0 0 0 4 
ANOTHER,8 0 0 0 0 0 0 0 8 0 0 0 8 0 0 0 8 0 8 0 8 0 8 0 1 0 0 0 6 0 2 0 3 0 0 0 4 0 2 0 1 0 0 0 6 0 2 0 3 0 4 0 8 0 B 0 8 0 B 0 2 0 4 2 8 0 B 0 2 0 6 2 8 0 B 0 2 0 4 2 8 0 B 0 2 0 6 0 4 0 A 0 B 0 2 6 4 0 A 0 B 0 2 6 4 0 A 0 B 0 2 6 4 0 A 0 B 0 A 0 6 2 6 2 6 2 6 2 4 2 4 2 4 2 6 0 6 2 6 2 6 2 6 2 ! 2 4 0 4 0 4 0 1 0 6 0 8 0 6 0 8 6 4 0 8 0 4 0 8 4 6 0 8 0 6 0 8 6 4 0 8 0 4 0 B 0 6 0 4 0 8 0 4 2 4 0 6 0 8 0 6 2 6 0 4 0 8 0 4 2 4 0 6 0 8 0 B 0 8 0 4 0 2 0 2 4 8 0 4 0 2 0 2 4 8 0 4 0 2 0 2 8 6 0 2 0 4 0 4 0 6 2 8 0 3 ! 6 0 9 0 4 2 8 0 1 ! 4 0 7 0 6 2 8 0 4 2 8 0 1 ! 4 0 7 0 3 ! 6 0 9 0 4 2 8 0 1 ! 4 0 7 0 6 2 8 0 3 ! 6 0 9 0 4 2 8 0 6 2 8 0 8 ! 8 0 0 0 0 0 8 0 4 0 8 0 6 0 4 2 6 0 8 0 4 0 6 2 4 0 8 0 6 0 4 2 6 0 8 0 4 0 A 0 4 0 1 0 8 0 2 6 4 0 1 0 8 0 2 6 4 0 1 0 8 0 2 6 4 0 4 0 4 
MANIAC,4 ! 4 0 4 0 8 8 4 ! 4 0 4 0 6 6 4 4 2 ! 2 8 A ! 8 0 8 0 6 6 2 ! 2 0 2 0 8 8 4 4 6 0 B ! B 0 B 0 B B 2 ! 2 0 2 0 6 8 6 4 2 0 8 6 2 6 4 2 4 6 8 8 4 4 2 2 B 0 6 6 4 4 8 4 2 0 8 0 B 0 6 ! 6 0 B ! 4 0 7 4 2 0 8 6 2 0 8 4 6 2 8 4 6 0 8 0 A 0 8 ! 8 0 A ! 2 0 2 0 2 6 4 6 2 0 4 2 6 0 6 2 4 0 6 2 4 2 6 2 4 0 4 8 2 6 8 6 4 4 6 6 4 2 6 4 2 0 9 4 3 0 7 6 1 0 2 4 2 6 1 0 3 0 6 8 2 4 2 4 6 6 4 4 6 4 2 6 4 0 9 0 B 0 1 0 8 B 0 3 0 2 3 0 1 0 6 6 4 4 2 4 8 0 0 0 B 0 6 ! 6 0 B ! 4 0 1 4 8 0 2 6 8 0 2 4 6 8 2 4 6 0 0 0 A 0 2 ! 2 0 A ! 8 0 8 0 8 6 4 6 8 0 4 2 6 0 6 2 4 0 6 2 4 2 6 2 4 0 2 2 6 6 4 6 2 0 6 4 8 4 6 0 B 0 4 ! 4 2 1 0 6 ! 6 8 9 0 4 ! 4 2 1 0 6 ! 6 8 9 0 4 ! 4 0 B ! 6 0 9 ! 8 0 A ! 2 0 0 0 2 0 A 0 B 0 6 2 2 0 4 0 2 2 6 8 2 4 4 2 6 0 8 4 6 4 6 4 2 8 6 4 6 4 9 0 1 0 2 6 4 6 4 6 8 2 4 6 4 6 1 0 9 0 B ! B 0 0 0 0 0 B 
SMANIAC,4 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 4 0 4 0 2 0 2 0 6 0 6 0 2 0 2 0 4 0 1 0 6 0 9 0 8 0 4 0 8 0 B 0 6 4 2 0 8 0 3 0 4 6 2 0 8 0 1 0 8 4 8 0 8 4 8 0 6 0 6 0 4 0 4 0 6 4 2 0 8 0 9 0 4 6 2 0 8 0 1 0 4 2 4 0 6 2 4 0 8 0 4 0 2 0 B 0 4 2 8 0 8 2 8 0 8 2 6 4 8 6 2 0 6 8 2 0 8 2 4 0 8 4 2 6 4 8 6 0 6 2 4 0 6 8 4 0 4 2 6 0 4 8 6 0 2 6 2 4 8 6 8 0 ( 7 0 0 0 3 0 0 0 4 2 0 4 8 0 4 0 ) 8 0 1 0 6 2 4 0 8 0 9 0 4 2 8 0 8 4 2 0 8 6 2 0 1 0 3 0 4 0 6 0 2 0 A 0 6 4 2 0 2 0 A 0 4 6 2 0 4 2 4 0 6 2 6 0 1 0 3 0 4 0 4 0 4 ! 4 0 6 6 0 0 0 2 0 8 8 0 2 2 4 0 B ! 6 0 0 0 8 0 0 0 2 0 0 0 4 0 6 0 2 4 2 6 8 4 8 0 2 6 2 4 8 6 8 0 2 4 2 6 8 4 8 0 2 6 2 4 8 0 2 ! 2 0 0 0 0 0 0 0 2 0 2 6 4 0 1 0 6 0 8 6 2 0 1 0 8 0 2 6 4 0 2 4 6 0 8 0 6 0 2 0 4 0 8 4 2 0 B 0 2 0 8 6 2 0 B 0 2 0 8 4 2 0 8 4 2 0 6 0 2 0 4 0 A 0 4 2 8 0 1 0 6 0 6 2 8 0 3 0 4 0 4 2 8 0 2 4 6 0 8 0 8 0 2 0 2 0 4 8 2 0 6 8 2 0 B 0 A 0 6 4 2 0 A 0 4 6 0 0 A 0 6 4 0 0 A 0 4 6 4 2 0 0 6 2 0 A 0 4 6 8 
MANIAC,8 8 8 ! 8 0 0 4 ! 4 8 0 4 6 0 2 0 B B 0 8 4 2 0 8 6 2 0 6 4 2 0 4 6 2 0 8 4 2 6 2 4 8 0 0 4 0 6 0 8 B 0 8 4 6 4 2 6 2 0 8 8 8 0 4 0 2 0 8 6 2 6 4 8 2 6 4 8 6 8 4 2 6 0 2 4 4 0 2 6 6 0 4 8 2 6 8 2 4 0 8 4 3 0 6 4 1 0 2 6 4 2 B 0 B ( 0 0 4 0 0 0 6 0 0 0 2 8 2 0 A 0 ) ( 0 0 8 0 0 0 2 0 0 0 6 4 6 0 B 0 ) ( 0 0 4 0 0 0 8 0 0 0 2 6 2 0 3 0 ) ( 0 0 4 0 0 0 2 0 0 0 8 6 8 0 9 0 ) 0 2 0 4 6 0 0 2 0 8 4 0 6 0 4 2 8 6 0 4 2 0 4 6 0 8 4 2 0 8 6 2 0 B ! B 0 0 0 0 0 B 0 4 0 4 0 4 0 4 ( 0 0 8 0 4 0 6 0 4 2 0 8 0 6 4 0 ) ( 2 0 8 0 6 0 2 0 8 4 0 0 6 0 2 0 ) ( 4 0 4 0 0 6 0 0 2 0 0 8 2 0 6 0 ) 4 4 0 4 0 4 0 4 ( 0 0 2 0 4 0 8 0 6 8 0 4 0 2 8 0 ) ( 6 0 2 0 8 0 4 0 2 6 0 0 0 0 0 0 ) 0 8 2 6 0 4 6 4 0 8 2 4 2 6 0 2 0 4 6 4 2 8 2 6 2 4 8 6 8 4 0 6 0 2 4 8 0 8 4 2 0 8 6 2 8 4 2 4 0 4 8 2 0 6 4 2 ( 0 0 4 0 0 4 0 0 4 0 6 0 3 0 3 0 ) ( 0 0 4 0 0 0 4 0 0 0 6 4 6 0 3 0 ) ( 0 0 6 0 0 0 6 0 0 0 4 6 4 0 1 0 ) 0 6 0 4 2 0 6 2 0 8 0 2 8 0 4 2 0 4 0 4 6 0 0 8 0 2 8 0 6 0 4 2 8 6 0 4 4 0 6 6 0 0 8 0 2 0 4 4 0 4 0 8 2 0 6 6 0 8 2 4 0 8 2 6 0 8 0 2 4 0 4 8 0 0 B 0 2 0 4 8 4 8 0 B B 0 0 8 0 A A 0 4 0 6 2 4 4 0 4 4 0 4 4 ( 0 0 6 0 0 8 0 0 2 0 4 0 6 0 2 0 ) 0 7 ! 7 0 7 0 2 8 B ! B 0 0 0 B 0 4 2 A ! A 0 0 A 0 4 0 4 0 4 0 2 0 2 6 4 2 0 4 8 8 ! 8 0 0 0 0 0 8 
